"municipality","1991","2000","2010","Total"
"251335 SANTA INES",...,93.18,77.15,85.17
"251340 SANTA LUZIA",89.87,74.25,53.40,71.47
"251350 SANTANA DE MANGUEIRA",96.38,91.86,80.71,89.71
"251360 SANTANA DOS GARROTES",98.54,86.88,61.88,82.78
"251365 JOCA CLAUDINO",...,89.25,67.33,78.19
"251370 SANTA RITA",93.06,76.47,57.66,74.28
"251380 SANTA TERESINHA",97.39,83.43,66.91,81.70
"251385 SANTO ANDRE",...,82.85,62.02,72.77
"251390 SAO BENTO",91.66,75.03,59.62,73.51
"251392 SAO BENTINHO",...,86.40,62.59,73.65
"251394 SAO DOMINGOS DO CARIRI",...,74.19,53.83,63.49
"251396 SAO DOMINGOS",...,83.69,67.34,75.00
"251398 SAO FRANCISCO",...,88.52,64.21,76.56
"251400 SAO JOAO DO CARIRI",93.28,76.25,54.87,78.08
"251410 SAO JOAO DO TIGRE",99.72,88.91,73.50,86.95
"251420 SAO JOSE DA LAGOA TAPADA",96.56,89.64,70.06,84.84
"251430 SAO JOSE DE CAIANA",97.99,90.33,64.69,82.77
"251440 SAO JOSE DE ESPINHARAS",98.35,88.05,67.21,85.39
"251445 SAO JOSE DOS RAMOS",...,86.59,74.80,80.34
"251450 SAO JOSE DE PIRANHAS",95.52,82.07,56.03,76.33
"251455 SAO JOSE DE PRINCESA",...,84.77,66.38,76.33
"251460 SAO JOSE DO BONFIM",98.04,88.90,66.87,83.53
"251465 SAO JOSE DO BREJO DO CRUZ",...,89.23,70.07,79.11
"251470 SAO JOSE DO SABUGI",95.94,81.07,56.99,77.45
"251480 SAO JOSE DOS CORDEIROS",98.02,82.52,70.56,85.07
"251490 SAO MAMEDE",95.80,79.37,55.80,77.30
"251500 SAO MIGUEL DE TAIPU",99.23,88.94,77.40,86.69
"251510 SAO SEBASTIAO DE LAGOA DE ROCA",94.95,80.81,64.36,77.97
"251520 SAO SEBASTIAO DO UMBUZEIRO",95.57,79.84,63.51,81.23
"251530 SAPE",95.37,83.95,69.46,83.53
"251540 SAO VICENTE DO SERIDO",98.81,89.81,72.28,85.55
"251550 SERRA BRANCA",92.00,74.07,57.15,73.61
"251560 SERRA DA RAIZ",96.88,89.06,65.89,84.61
"251570 SERRA GRANDE",98.40,78.17,69.44,80.45
"251580 SERRA REDONDA",95.87,81.92,61.19,79.21
"251590 SERRARIA",98.46,86.56,72.94,87.15
"251593 SERTAOZINHO",...,87.14,63.94,74.13
"251597 SOBRADO",...,85.32,72.35,78.62
"251600 SOLANEA",92.29,80.16,64.88,79.66
"251610 SOLEDADE",94.73,78.36,60.24,76.20
"251615 SOSSEGO",...,90.01,71.10,79.59
"251620 SOUSA",91.81,71.05,52.41,72.58
"251630 SUME",93.12,80.66,58.91,77.41
"251640 TACIMA",96.85,86.89,77.31,85.86
"251650 TAPEROA",95.60,83.80,65.45,81.13
"251660 TAVARES",97.04,89.54,67.52,84.32
"251670 TEIXEIRA",95.36,82.09,67.92,82.34
"251675 TENORIO",...,81.95,61.57,71.03
"251680 TRIUNFO",95.68,82.61,58.97,78.59
"251690 UIRAUNA",95.63,77.47,59.03,78.83
"251700 UMBUZEIRO",96.91,87.03,71.62,87.68
"251710 VARZEA",95.00,77.39,42.91,67.67
"251720 VIEIROPOLIS",...,89.44,65.67,77.10
"251740 ZABELE",...,85.59,61.56,72.77
"260005 ABREU E LIMA",84.66,66.93,48.57,65.38
"260010 AFOGADOS DA INGAZEIRA",90.08,75.05,58.32,73.49
"260020 AFRANIO",95.69,86.05,70.55,82.64
"260030 AGRESTINA",91.63,78.16,63.09,76.34
"260040 AGUA PRETA",95.83,87.72,78.81,87.75
"260050 AGUAS BELAS",94.77,87.21,72.97,84.58
"260060 ALAGOINHA",91.89,78.12,65.42,76.94
"260070 ALIANCA",94.92,86.20,73.14,84.69
"260080 ALTINHO",93.65,80.25,68.07,80.45
"260090 AMARAJI",93.64,83.13,68.47,81.15
"260100 ANGELIM",95.35,85.97,71.91,83.64
"260105 ARACOIABA",...,88.60,69.76,78.34
"260110 ARARIPINA",92.16,80.02,64.64,77.75
"260120 ARCOVERDE",79.62,66.17,53.87,65.58
"260130 BARRA DE GUABIRABA",94.79,83.65,69.99,81.87
"260140 BARREIROS",93.87,81.86,72.95,82.86
"260150 BELEM DE MARIA",95.67,87.72,72.50,85.25
"260160 BELEM DE SAO FRANCISCO",91.48,79.22,66.10,79.30
"260170 BELO JARDIM",89.69,73.44,54.49,71.33
"260180 BETANIA",98.80,91.02,71.69,86.29
"260190 BEZERROS",90.04,74.15,57.99,73.11
"260200 BODOCO",95.63,88.85,70.72,84.16
"260210 BOM CONSELHO",91.59,84.32,69.84,81.19
"260220 BOM JARDIM",93.61,85.05,68.06,82.01
"260230 BONITO",93.95,81.26,72.08,81.93
"260240 BREJAO",95.87,89.20,73.34,85.92
"260250 BREJINHO",94.37,86.48,62.13,78.71
"260260 BREJO DA MADRE DE DEUS",91.14,77.69,62.71,75.11
"260270 BUENOS AIRES",96.40,87.06,68.11,83.75
"260280 BUIQUE",95.60,88.26,80.94,87.30
"260290 CABO DE SANTO AGOSTINHO",86.81,70.85,50.10,66.84
"260300 CABROBO",92.09,78.22,70.39,79.26
"260310 CACHOEIRINHA",88.91,71.61,60.02,72.60
"260320 CAETES",96.65,88.69,77.63,86.63
"260330 CALCADO",96.10,83.15,73.85,83.20
"260340 CALUMBI",97.40,87.32,65.66,84.57
"260345 CAMARAGIBE",84.87,64.92,47.02,63.11
"260350 CAMOCIM DE SAO FELIX",90.09,77.34,66.68,77.06
"260360 CAMUTANGA",91.82,83.08,64.84,79.45
"260370 CANHOTINHO",96.13,84.74,72.59,84.55
"260380 CAPOEIRAS",94.53,85.47,72.91,84.22
"260390 CARNAIBA",95.15,85.48,70.45,84.81
"260392 CARNAUBEIRA DA PENHA",...,93.46,79.61,86.04
"260400 CARPINA",87.63,71.90,54.88,70.72
"260410 CARUARU",74.44,55.39,40.80,54.56
"260415 CASINHAS",...,86.05,72.74,79.28
"260420 CATENDE",92.39,76.98,67.36,78.19
"260430 CEDRO",96.05,81.89,70.31,81.93
"260440 CHA DE ALEGRIA",95.80,89.64,68.78,84.06
"260450 CHA GRANDE",92.84,79.17,63.84,77.12
"260460 CONDADO",92.97,81.57,67.37,79.52
"260470 CORRENTES",91.25,82.40,71.38,81.36
"260480 CORTES",95.54,86.57,71.88,84.64
"260490 CUMARU",94.43,91.87,68.72,86.20
"260500 CUPIRA",93.90,78.40,59.17,76.65
"260510 CUSTODIA",92.82,78.85,57.46,75.21
"260515 DORMENTES",...,88.57,68.35,77.66
"260520 ESCADA",94.96,80.36,60.70,77.86
"260530 EXU",95.97,88.85,75.10,86.56
"260540 FEIRA NOVA",95.12,82.08,61.17,78.60
"260545 FERNANDO DE NORONHA",55.43,7.17,5.79,18.11
"260550 FERREIROS",94.68,84.53,64.00,80.76
"260560 FLORES",95.07,85.09,68.31,82.63
"260570 FLORESTA",92.11,78.30,59.97,77.06
"260580 FREI MIGUELINHO",93.51,80.54,60.90,77.95
"260590 GAMELEIRA",96.13,87.52,75.69,85.23
"260600 GARANHUNS",79.32,65.62,52.72,64.85
"260610 GLORIA DO GOITA",93.78,84.36,67.42,81.41
"260620 GOIANA",90.47,73.11,61.04,73.97
"260630 GRANITO",95.74,91.05,70.49,85.06
"260640 GRAVATA",86.74,71.05,54.85,69.61
"260650 IATI",97.39,90.33,76.36,88.03
"260660 IBIMIRIM",93.12,85.77,74.56,84.52
"260670 IBIRAJUBA",95.83,86.14,68.30,83.39
"260680 IGARASSU",90.08,71.68,53.20,69.87
"260690 IGUARACY",93.71,84.92,65.03,80.78
"260700 INAJA",96.71,88.32,80.30,88.60
"260710 INGAZEIRA",94.29,79.47,66.99,79.54
"260720 IPOJUCA",94.79,80.30,57.66,73.95
"260730 IPUBI",93.79,86.09,73.08,83.30
"260740 ITACURUBA",88.35,75.90,63.25,73.91
"260750 ITAIBA",95.60,84.87,72.50,84.13
"260760 ILHA DE ITAMARACA",84.72,68.65,62.19,69.57
"260765 ITAMBE",94.47,86.60,69.20,83.16
"260770 ITAPETIM",94.15,77.78,58.09,75.24
"260775 ITAPISSUMA",92.53,75.78,67.71,76.99
"260780 ITAQUITINGA",94.60,87.10,67.37,82.50
"260790 JABOATAO DOS GUARARAPES",74.94,59.08,45.42,58.36
"260795 JAQUEIRA",...,88.68,77.32,83.03
"260800 JATAUBA",95.02,82.58,69.58,81.86
"260805 JATOBA",...,77.91,60.34,68.87
"260810 JOAO ALFREDO",91.40,80.33,63.49,77.71
"260820 JOAQUIM NABUCO",95.78,87.47,67.07,83.15
"260825 JUCATI",...,89.29,71.22,79.85
"260830 JUPI",97.09,79.79,65.73,82.85
"260840 JUREMA",97.32,85.75,75.21,85.46
"260845 LAGOA DO CARRO",...,79.41,62.60,70.14
"260850 LAGOA DE ITAENGA",95.99,83.17,68.61,81.59
"260860 LAGOA DO OURO",93.94,89.15,71.76,84.63
"260870 LAGOA DOS GATOS",96.42,85.36,66.59,82.92
"260875 LAGOA GRANDE",...,83.72,63.59,72.48
"260880 LAJEDO",88.30,74.01,57.20,71.86
"260890 LIMOEIRO",88.62,73.93,53.70,71.96
"260900 MACAPARANA",93.87,81.71,65.73,79.57
"260910 MACHADOS",95.71,81.50,70.44,80.77
"260915 MANARI",...,95.43,81.34,87.21
"260920 MARAIAL",94.68,90.96,78.38,89.46
"260930 MIRANDIBA",92.86,89.48,80.65,87.36
"260940 MORENO",89.14,77.05,60.18,73.65
"260950 NAZARE DA MATA",86.86,73.65,58.59,72.32
"260960 OLINDA",66.75,51.59,39.33,51.93
"260970 OROBO",95.90,84.45,69.51,82.81
"260980 OROCO",90.75,75.97,74.79,79.90
"260990 OURICURI",94.87,83.95,70.31,83.32
"261000 PALMARES",87.84,71.47,62.89,74.00
"261010 PALMEIRINA",94.80,85.21,69.38,83.15
"261020 PANELAS",95.57,86.22,72.43,84.75
"261030 PARANATAMA",94.93,84.77,72.64,84.16
"261040 PARNAMIRIM",95.32,83.11,71.27,82.71
"261050 PASSIRA",96.46,81.12,68.01,81.90
"261060 PAUDALHO",93.91,80.83,65.25,78.74
"261070 PAULISTA",67.97,50.01,39.62,50.71
"261080 PEDRA",92.39,84.46,72.90,82.97
"261090 PESQUEIRA",88.96,74.47,63.74,75.30
"261100 PETROLANDIA",85.47,73.84,62.16,73.82
"261110 PETROLINA",81.13,63.51,47.12,60.79
"261120 POCAO",94.32,82.81,70.48,81.84
"261130 POMBOS",93.68,79.26,61.79,77.36
"261140 PRIMAVERA",95.11,84.83,63.19,79.88
"261150 QUIPAPA",95.59,86.64,75.39,85.39
"261153 QUIXABA",...,88.92,71.26,80.16
"261160 RECIFE",62.73,48.50,35.42,48.04
"261170 RIACHO DAS ALMAS",90.70,82.06,61.81,77.53
"261180 RIBEIRAO",91.17,78.20,63.45,77.15
"261190 RIO FORMOSO",95.00,83.42,64.66,83.01
"261200 SAIRE",94.89,80.80,59.95,78.38
"261210 SALGADINHO",97.15,83.74,76.37,83.86
"261220 SALGUEIRO",84.85,74.28,55.24,70.56
"261230 SALOA",93.35,83.73,67.00,81.15
"261240 SANHARO",90.21,76.96,69.25,77.49
"261245 SANTA CRUZ",...,89.59,75.57,81.88
"261247 SANTA CRUZ DA BAIXA VERDE",...,84.36,68.12,75.91
"261250 SANTA CRUZ DO CAPIBARIBE",77.11,51.21,33.91,48.30
"261255 SANTA FILOMENA",...,91.79,81.04,86.09
"261260 SANTA MARIA DA BOA VISTA",90.42,77.72,68.96,79.24
"261270 SANTA MARIA DO CAMBUCA",96.36,86.98,60.93,80.44
"261280 SANTA TEREZINHA",95.46,83.09,68.93,81.81
"261290 SAO BENEDITO DO SUL",96.35,90.19,80.24,87.78
"261300 SAO BENTO DO UNA",89.92,82.94,68.52,79.44
"261310 SAO CAITANO",92.87,79.31,60.48,76.47
"261320 SAO JOAO",95.45,86.07,70.30,83.21
"261330 SAO JOAQUIM DO MONTE",92.38,82.78,70.52,80.66
"261340 SAO JOSE DA COROA GRANDE",94.40,81.98,68.52,79.61
"261350 SAO JOSE DO BELMONTE",95.39,85.13,66.21,81.71
"261360 SAO JOSE DO EGITO",89.65,79.56,60.00,75.58
"261370 SAO LOURENCO DA MATA",87.51,72.78,56.56,71.16
"261380 SAO VICENTE FERRER",94.22,84.36,74.81,83.85
"261390 SERRA TALHADA",89.38,74.51,55.27,72.44
"261400 SERRITA",96.55,85.80,74.56,85.60
"261410 SERTANIA",91.80,79.45,65.28,78.46
"261420 SIRINHAEM",95.88,87.41,67.07,82.15
"261430 MOREILANDIA",97.13,88.55,76.95,87.74
"261440 SOLIDAO",99.79,89.05,69.82,86.21
"261450 SURUBIM",90.74,73.54,55.65,74.00
"261460 TABIRA",91.27,80.24,66.95,78.78
"261470 TACAIMBO",94.65,85.22,70.30,82.81
"261480 TACARATU",93.95,85.97,71.42,82.49
"261485 TAMANDARE",...,84.89,69.77,76.59
"261500 TAQUARITINGA DO NORTE",85.58,67.42,37.64,60.24
"261510 TEREZINHA",97.08,91.16,73.45,87.06
"261520 TERRA NOVA",89.00,77.17,69.45,77.45
"261530 TIMBAUBA",88.64,78.55,61.84,76.56
"261540 TORITAMA",61.90,46.65,37.27,45.15
"261550 TRACUNHAEM",95.85,86.74,70.24,83.82
"261560 TRINDADE",91.29,78.29,65.53,76.95
"261570 TRIUNFO",93.39,76.82,55.33,79.01
"261580 TUPANATINGA",96.81,89.91,81.42,88.69
"261590 TUPARETAMA",92.59,76.38,52.61,72.99
"261600 VENTUROSA",90.85,79.93,67.13,78.16
"261610 VERDEJANTE",95.14,84.39,68.59,82.19
"261618 VERTENTE DO LERIO",...,89.45,70.25,80.23
"261620 VERTENTES",92.97,76.81,53.46,72.13
"261630 VICENCIA",94.71,84.93,72.26,83.61
"261640 VITORIA DE SANTO ANTAO",87.28,72.02,57.09,71.03
"261650 XEXEU",...,89.68,70.87,80.08
"270010 AGUA BRANCA",96.99,85.04,74.95,86.67
"270020 ANADIA",95.51,84.92,73.20,84.30
"270030 ARAPIRACA",85.58,73.87,53.95,69.51
"270040 ATALAIA",96.18,87.29,76.69,86.27
"270050 BARRA DE SANTO ANTONIO",97.68,85.42,75.50,86.26
"270060 BARRA DE SAO MIGUEL",91.17,78.26,54.98,72.12
"270070 BATALHA",92.29,83.46,68.83,80.37
"270080 BELEM",95.67,85.67,64.87,83.55
"270090 BELO MONTE",97.83,89.63,81.36,89.58
"270100 BOCA DA MATA",94.11,85.38,70.92,82.80
"270110 BRANQUINHA",99.39,94.21,74.70,89.03
"270120 CACIMBINHAS",95.15,88.70,72.37,86.36
"270130 CAJUEIRO",95.94,88.75,76.80,86.78
"270135 CAMPESTRE",...,83.57,69.37,76.30
"270140 CAMPO ALEGRE",94.77,90.33,77.93,86.60
"270150 CAMPO GRANDE",96.61,90.09,81.38,89.47
"270160 CANAPI",95.86,91.37,79.99,89.03
"270170 CAPELA",96.26,86.50,70.99,85.12
"270180 CARNEIROS",96.82,86.35,75.52,84.75
"270190 CHA PRETA",96.84,91.22,71.45,86.88
"270200 COITE DO NOIA",96.61,90.25,73.48,86.38
"270210 COLONIA LEOPOLDINA",98.11,83.47,73.20,84.13
"270220 COQUEIRO SECO",92.82,80.79,62.98,77.96
"270230 CORURIPE",92.27,84.05,65.13,80.04
"270235 CRAIBAS",97.30,88.26,76.38,86.40
"270240 DELMIRO GOUVEIA",92.92,78.06,59.40,75.65
"270250 DOIS RIACHOS",97.95,85.90,77.86,86.82
"270255 ESTRELA DE ALAGOAS",...,90.59,74.94,82.52
"270260 FEIRA GRANDE",97.86,88.90,77.33,87.68
"270270 FELIZ DESERTO",93.34,89.18,72.07,84.00
"270280 FLEXEIRAS",97.00,90.68,75.40,87.56
"270290 GIRAU DO PONCIANO",95.93,91.04,80.75,88.20
"270300 IBATEGUARA",98.16,86.74,80.93,88.70
"270310 IGACI",96.80,91.22,72.56,86.88
"270320 IGREJA NOVA",98.15,90.56,76.96,87.94
"270330 INHAPI",98.17,90.69,85.17,90.87
"270340 JACARE DOS HOMENS",92.36,89.64,75.28,85.55
"270350 JACUIPE",95.15,88.87,74.96,86.50
"270360 JAPARATINGA",97.23,87.18,71.31,84.79
"270370 JARAMATAIA",98.63,90.57,76.08,87.75
"270375 JEQUIA DA PRAIA",...,...,78.52,78.52
"270380 JOAQUIM GOMES",97.78,89.70,78.80,88.95
"270390 JUNDIA",96.25,92.01,71.19,90.87
"270400 JUNQUEIRO",95.42,88.52,66.09,83.00
"270410 LAGOA DA CANOA",99.46,91.45,72.47,87.33
"270420 LIMOEIRO DE ANADIA",98.08,90.27,76.95,87.28
"270430 MACEIO",66.76,55.98,40.67,52.67
"270440 MAJOR ISIDORO",95.06,89.53,68.68,83.95
"270450 MARAGOGI",96.05,86.37,70.47,81.92
"270460 MARAVILHA",97.01,94.23,76.31,89.63
"270470 MARECHAL DEODORO",90.86,81.93,60.52,74.68
"270480 MARIBONDO",91.61,82.76,61.53,78.77
"270490 MAR VERMELHO",96.99,89.65,69.79,85.88
"270500 MATA GRANDE",96.26,89.60,76.45,87.58
"270510 MATRIZ DE CAMARAGIBE",97.46,89.95,74.13,86.78
"270520 MESSIAS",91.41,88.04,70.72,81.84
"270530 MINADOR DO NEGRAO",95.68,89.16,72.08,87.60
"270540 MONTEIROPOLIS",98.26,90.84,79.30,89.07
"270550 MURICI",94.73,88.52,73.42,85.92
"270560 NOVO LINO",93.17,89.85,77.34,87.04
"270570 OLHO D'AGUA DAS FLORES",90.67,81.54,71.69,80.50
"270580 OLHO D'AGUA DO CASADO",93.03,89.80,74.92,84.71
"270590 OLHO D'AGUA GRANDE",96.93,91.72,85.92,91.18
"270600 OLIVENCA",99.20,93.39,76.59,89.31
"270610 OURO BRANCO",97.00,86.55,72.40,84.52
"270620 PALESTINA",96.14,91.18,81.99,88.80
"270630 PALMEIRA DOS INDIOS",88.36,73.96,57.57,73.70
"270640 PAO DE ACUCAR",89.82,86.39,74.64,83.40
"270642 PARICONHA",...,90.17,71.15,80.53
"270644 PARIPUEIRA",...,87.86,65.16,74.57
"270650 PASSO DE CAMARAGIBE",97.45,91.88,79.50,89.35
"270660 PAULO JACINTO",97.45,88.84,72.37,85.92
"270670 PENEDO",88.44,78.29,64.16,76.30
"270680 PIACABUCU",92.12,83.98,76.29,84.01
"270690 PILAR",92.62,82.84,68.53,80.67
"270700 PINDOBA",94.88,90.41,65.90,84.81
"270710 PIRANHAS",79.06,84.09,72.06,78.01
"270720 POCO DAS TRINCHEIRAS",98.57,93.99,84.58,91.79
"270730 PORTO CALVO",93.25,88.55,69.95,83.39
"270740 PORTO DE PEDRAS",97.47,92.59,77.25,89.60
"270750 PORTO REAL DO COLEGIO",96.34,88.63,80.19,88.04
"270760 QUEBRANGULO",94.62,89.79,74.30,86.18
"270770 RIO LARGO",88.97,74.51,56.37,71.99
"270780 ROTEIRO",97.04,90.39,79.88,89.27
"270790 SANTA LUZIA DO NORTE",90.15,86.51,65.24,79.80
"270800 SANTANA DO IPANEMA",91.62,83.06,69.88,80.67
"270810 SANTANA DO MUNDAU",94.74,87.99,76.36,86.68
"270820 SAO BRAS",96.13,86.77,78.86,86.55
"270830 SAO JOSE DA LAJE",93.93,88.08,67.73,82.98
"270840 SAO JOSE DA TAPERA",98.36,92.37,78.70,89.33
"270850 SAO LUIS DO QUITUNDE",95.03,88.35,72.17,84.80
"270860 SAO MIGUEL DOS CAMPOS",90.86,78.13,58.77,75.41
"270870 SAO MIGUEL DOS MILAGRES",97.94,85.64,72.41,83.57
"270880 SAO SEBASTIAO",96.19,88.56,75.05,85.67
"270890 SATUBA",85.77,70.25,59.67,69.80
"270895 SENADOR RUI PALMEIRA",98.21,93.09,80.58,89.69
"270900 TANQUE D'ARCA",98.02,87.93,74.09,87.43
"270910 TAQUARANA",96.70,88.27,73.88,85.80
"270915 TEOTONIO VILELA",96.18,87.30,72.69,84.09
"270920 TRAIPU",97.76,92.34,81.67,89.89
"270930 UNIAO DOS PALMARES",92.80,82.25,65.88,79.97
"270940 VICOSA",93.48,84.17,73.37,83.39
"280010 AMPARO DE SAO FRANCISCO",95.61,86.49,68.66,82.82
"280020 AQUIDABA",92.62,81.67,68.42,80.01
"280030 ARACAJU",61.46,45.59,31.69,44.44
"280040 ARAUA",93.86,84.61,73.16,83.42
"280050 AREIA BRANCA",93.00,83.91,65.05,78.66
"280060 BARRA DOS COQUEIROS",85.54,69.27,57.15,67.37
"280067 BOQUIM",85.29,81.36,62.01,75.75
"280070 BREJO GRANDE",96.80,91.41,80.69,89.18
"280100 CAMPO DO BRITO",90.23,76.01,57.04,73.16
"280110 CANHOBA",94.11,89.35,70.29,84.19
"280120 CANINDE DE SAO FRANCISCO",95.23,83.49,73.11,81.12
"280130 CAPELA",94.15,83.51,65.49,79.94
"280140 CARIRA",92.16,84.20,62.77,78.24
"280150 CARMOPOLIS",90.09,78.43,59.66,72.41
"280160 CEDRO DE SAO JOAO",88.13,72.35,61.82,73.65
"280170 CRISTINAPOLIS",96.39,87.44,73.60,84.18
"280190 CUMBE",95.06,89.52,66.98,83.24
"280200 DIVINA PASTORA",95.28,87.27,61.01,78.27
"280210 ESTANCIA",87.58,77.51,55.55,72.47
"280220 FEIRA NOVA",96.66,87.52,71.83,84.59
"280230 FREI PAULO",92.39,79.26,50.32,71.80
"280240 GARARU",95.72,87.53,76.07,85.82
"280250 GENERAL MAYNARD",96.58,85.85,60.94,78.84
"280260 GRACHO CARDOSO",93.39,85.35,72.69,83.38
"280270 ILHA DAS FLORES",97.59,88.88,83.28,89.48
"280280 INDIAROBA",97.09,90.74,74.97,86.22
"280290 ITABAIANA",83.98,68.28,49.98,65.69
"280300 ITABAIANINHA",96.69,84.93,70.86,82.85
"280310 ITABI",91.37,85.90,66.71,81.15
"280320 ITAPORANGA D'AJUDA",97.05,83.42,71.04,81.92
"280330 JAPARATUBA",93.32,80.60,64.91,78.10
"280340 JAPOATA",96.37,85.74,71.99,83.88
"280350 LAGARTO",89.55,77.37,55.04,72.25
"280360 LARANJEIRAS",92.82,84.06,67.95,80.11
"280370 MACAMBIRA",95.52,82.26,61.77,78.05
"280380 MALHADA DOS BOIS",94.31,88.59,69.17,82.79
"280390 MALHADOR",91.53,80.93,58.43,75.85
"280400 MARUIM",92.26,79.72,60.91,77.05
"280410 MOITA BONITA",91.80,78.17,56.09,73.82
"280420 MONTE ALEGRE DE SERGIPE",96.12,86.54,76.07,84.97
"280430 MURIBECA",96.01,86.45,65.61,82.06
"280440 NEOPOLIS",93.60,81.39,66.96,81.20
"280445 NOSSA SENHORA APARECIDA",95.73,85.03,67.80,81.72
"280450 NOSSA SENHORA DA GLORIA",93.74,79.29,62.76,76.69
"280460 NOSSA SENHORA DAS DORES",90.26,81.16,65.74,78.05
"280470 NOSSA SENHORA DE LOURDES",91.36,86.79,69.83,81.72
"280480 NOSSA SENHORA DO SOCORRO",89.10,72.65,52.85,66.60
"280490 PACATUBA",97.23,90.53,80.18,88.88
"280500 PEDRA MOLE",96.92,80.04,61.30,77.27
"280510 PEDRINHAS",93.10,87.30,70.51,82.82
"280520 PINHAO",96.12,82.99,59.59,77.76
"280530 PIRAMBU",92.61,82.20,71.20,80.12
"280540 POCO REDONDO",96.54,91.70,78.99,87.73
"280550 POCO VERDE",95.92,83.00,67.31,80.45
"280560 PORTO DA FOLHA",95.01,90.79,76.68,86.89
"280570 PROPRIA",86.56,72.73,55.26,70.75
"280580 RIACHAO DO DANTAS",95.66,88.84,76.32,86.40
"280590 RIACHUELO",89.90,81.37,63.37,77.22
"280600 RIBEIROPOLIS",90.41,75.22,52.65,71.16
"280610 ROSARIO DO CATETE",90.46,76.45,59.47,72.61
"280620 SALGADO",94.94,84.23,63.17,79.77
"280630 SANTA LUZIA DO ITANHY",96.46,93.26,79.53,89.09
"280640 SANTANA DO SAO FRANCISCO",...,86.70,72.32,79.01
"280650 SANTA ROSA DE LIMA",95.62,83.31,78.11,85.33
"280660 SANTO AMARO DAS BROTAS",94.28,81.34,59.91,77.95
"280670 SAO CRISTOVAO",88.91,69.78,49.53,65.90
"280680 SAO DOMINGOS",95.42,85.42,60.27,77.99
"280690 SAO FRANCISCO",88.57,82.61,69.11,78.59
"280700 SAO MIGUEL DO ALEIXO",94.71,87.71,65.38,81.62
"280710 SIMAO DIAS",93.15,81.74,60.00,77.21
"280720 SIRIRI",93.44,78.20,67.64,78.68
"280730 TELHA",96.14,90.06,67.81,83.25
"280740 TOBIAS BARRETO",91.64,79.84,60.95,75.90
"280750 TOMAR DO GERU",96.73,91.55,76.40,87.68
"280760 UMBAUBA",90.38,82.13,67.03,78.14
"290010 ABAIRA",94.74,78.04,58.06,76.69
"290020 ABARE",94.59,85.89,77.57,84.71
"290030 ACAJUTIBA",94.79,82.29,71.58,82.16
"290035 ADUSTINA",96.03,81.71,74.07,83.36
"290040 AGUA FRIA",98.05,90.37,74.83,87.26
"290050 ERICO CARDOSO",95.46,85.77,61.85,79.49
"290060 AIQUARA",95.03,80.39,63.92,81.54
"290070 ALAGOINHAS",79.37,61.83,45.46,60.94
"290080 ALCOBACA",91.54,74.90,59.73,72.77
"290090 ALMADINA",97.19,85.86,67.60,85.74
"290100 AMARGOSA",91.59,74.10,60.23,73.96
"290110 AMELIA RODRIGUES",89.10,74.19,52.83,71.28
"290115 AMERICA DOURADA",95.33,89.39,78.87,87.78
"290120 ANAGE",97.84,88.80,66.30,86.41
"290130 ANDARAI",95.25,85.45,79.24,86.64
"290135 ANDORINHA",95.72,84.94,64.28,82.31
"290140 ANGICAL",95.78,87.21,68.43,83.99
"290150 ANGUERA",97.32,86.81,69.43,82.88
"290160 ANTAS",95.34,77.24,66.87,79.72
"290170 ANTONIO CARDOSO",99.55,87.05,65.38,83.09
"290180 ANTONIO GONCALVES",95.06,86.06,62.96,82.29
"290190 APORA",94.55,85.48,75.36,84.56
"290195 APUAREMA",95.80,89.11,68.31,84.43
"290200 ARACATU",98.12,83.77,53.81,79.22
"290205 ARACAS",96.60,91.18,71.80,85.53
"290210 ARACI",97.78,90.28,75.29,87.04
"290220 ARAMARI",93.22,79.01,67.18,78.12
"290225 ARATACA",96.96,86.30,70.98,85.68
"290230 ARATUIPE",92.94,86.74,69.02,82.43
"290240 AURELINO LEAL",95.43,89.23,69.20,85.35
"290250 BAIANOPOLIS",97.78,87.44,70.87,85.18
"290260 BAIXA GRANDE",97.49,85.46,70.66,84.86
"290265 BANZAE",97.03,84.71,69.08,83.31
"290270 BARRA",96.08,89.16,78.95,87.14
"290280 BARRA DA ESTIVA",95.60,82.88,70.19,81.94
"290290 BARRA DO CHOCA",95.47,90.65,64.30,82.50
"290300 BARRA DO MENDES",92.88,80.44,65.54,79.61
"290310 BARRA DO ROCHA",97.90,89.04,66.31,86.62
"290320 BARREIRAS",77.41,59.91,41.63,57.20
"290323 BARRO ALTO",96.09,83.10,66.13,81.03
"290327 BARROCAS",...,...,61.19,61.19
"290330 BARRO PRETO",98.28,85.93,65.98,85.70
"290340 BELMONTE",95.06,78.26,67.74,80.47
"290350 BELO CAMPO",93.59,77.75,65.40,77.93
"290360 BIRITINGA",94.50,87.21,74.58,85.19
"290370 BOA NOVA",96.30,90.53,73.76,86.61
"290380 BOA VISTA DO TUPIM",98.35,88.56,76.76,87.25
"290390 BOM JESUS DA LAPA",90.09,75.17,61.49,74.30
"290395 BOM JESUS DA SERRA",98.39,91.47,71.78,87.10
"290400 BONINAL",95.48,81.28,67.52,81.10
"290405 BONITO",95.28,87.58,69.37,82.64
"290410 BOQUIRA",95.59,83.66,62.96,79.45
"290420 BOTUPORA",99.34,86.94,71.07,85.24
"290430 BREJOES",94.27,79.02,70.99,80.97
